Route,Departing Port,Arriving Port,Airline,Month,Sectors Scheduled,Sectors Flown,Cancellations,Departures On Time,Arrivals On Time,Departures Delayed,Arrivals Delayed,"OnTime Departures 
(%)","OnTime Arrivals 
(%)","Cancellations 

(%)"
Devonport-Melbourne,Devonport,Melbourne,Rex Airlines,Jul-24, 50, 48, 2, 31, 28, 17, 20,64.6,58.3,4.0
Dubbo-Sydney,Dubbo,Sydney,Rex Airlines,Jul-24, 128, 122, 6, 72, 61, 50, 61,59.0,50.0,4.7
Gold Coast-Melbourne,Gold Coast,Melbourne,Rex Airlines,Jul-24, 31, 30, 1, 20, 13, 10, 17,66.7,43.3,3.2
Gold Coast-Sydney,Gold Coast,Sydney,Rex Airlines,Jul-24, 28, 27, 1, 19, 22, 8, 5,70.4,81.5,3.6
Hobart-Melbourne,Hobart,Melbourne,Rex Airlines,Jul-24, 31, 30, 1, 23, 23, 7, 7,76.7,76.7,3.2
Melbourne-Adelaide,Melbourne,Adelaide,Rex Airlines,Jul-24, 62, 60, 2, 50, 45, 10, 15,83.3,75.0,3.2
Melbourne-Brisbane,Melbourne,Brisbane,Rex Airlines,Jul-24, 58, 56, 2, 40, 37, 16, 19,71.4,66.1,3.4
Melbourne-Canberra,Melbourne,Canberra,Rex Airlines,Jul-24, 31, 30, 1, 15, 16, 15, 14,50.0,53.3,3.2
Melbourne-Devonport,Melbourne,Devonport,Rex Airlines,Jul-24, 50, 48, 2, 36, 35, 12, 13,75.0,72.9,4.0
Melbourne-Gold Coast,Melbourne,Gold Coast,Rex Airlines,Jul-24, 31, 30, 1, 26, 21, 4, 9,86.7,70.0,3.2
Melbourne-Hobart,Melbourne,Hobart,Rex Airlines,Jul-24, 31, 30, 1, 24, 23, 6, 7,80.0,76.7,3.2
Melbourne-Mildura,Melbourne,Mildura,Rex Airlines,Jul-24, 104, 102, 2, 55, 55, 47, 47,53.9,53.9,1.9
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,Jul-24, 214, 204, 10, 167, 158, 37, 46,81.9,77.5,4.7
Mildura-Melbourne,Mildura,Melbourne,Rex Airlines,Jul-24, 104, 102, 2, 45, 45, 57, 57,44.1,44.1,1.9
Port Lincoln-Adelaide,Port Lincoln,Adelaide,Rex Airlines,Jul-24, 158, 150, 8, 101, 104, 49, 46,67.3,69.3,5.1
Port Macquarie-Sydney,Port Macquarie,Sydney,Rex Airlines,Jul-24, 52, 49, 3, 34, 32, 15, 17,69.4,65.3,5.8
Sydney-Adelaide,Sydney,Adelaide,Rex Airlines,Jul-24, 31, 30, 1, 18, 20, 12, 10,60.0,66.7,3.2
Sydney-Albury,Sydney,Albury,Rex Airlines,Jul-24, 85, 84, 1, 62, 61, 22, 23,73.8,72.6,1.2
Sydney-Brisbane,Sydney,Brisbane,Rex Airlines,Jul-24, 155, 150, 5, 124, 114, 26, 36,82.7,76.0,3.2
Sydney-Coffs Harbour,Sydney,Coffs Harbour,Rex Airlines,Jul-24, 92, 91, 1, 53, 62, 38, 29,58.2,68.1,1.1
Sydney-Dubbo,Sydney,Dubbo,Rex Airlines,Jul-24, 130, 124, 6, 58, 66, 66, 58,46.8,53.2,4.6
Sydney-Gold Coast,Sydney,Gold Coast,Rex Airlines,Jul-24, 28, 27, 1, 21, 20, 6, 7,77.8,74.1,3.6
Sydney-Melbourne,Sydney,Melbourne,Rex Airlines,Jul-24, 214, 204, 10, 161, 154, 43, 50,78.9,75.5,4.7
Sydney-Port Macquarie,Sydney,Port Macquarie,Rex Airlines,Jul-24, 52, 50, 2, 33, 35, 17, 15,66.0,70.0,3.8
Sydney-Wagga Wagga,Sydney,Wagga Wagga,Rex Airlines,Jul-24, 93, 92, 1, 58, 60, 34, 32,63.0,65.2,1.1
Townsville-Cairns,Townsville,Cairns,Rex Airlines,Jul-24, 13, 13, 0, 12, 11, 1, 2,92.3,84.6,0.0
Wagga Wagga-Sydney,Wagga Wagga,Sydney,Rex Airlines,Jul-24, 94, 91, 3, 64, 58, 27, 33,70.3,63.7,3.2
Perth-Adelaide,Perth,Adelaide,Rex Airlines,Jul-24, 13, 13, 0, 8, 7, 5, 6,61.5,53.8,0.0
Adelaide-Perth,Adelaide,Perth,Rex Airlines,Jul-24, 13, 13, 0, 7, 6, 6, 7,53.8,46.2,0.0
Melbourne-Perth,Melbourne,Perth,Rex Airlines,Jul-24, 22, 21, 1, 15, 15, 6, 6,71.4,71.4,4.5
Perth-Melbourne,Perth,Melbourne,Rex Airlines,Jul-24, 22, 22, 0, 18, 17, 4, 5,81.8,77.3,0.0
All Ports-All Ports,All Ports,All Ports,Rex Airlines,Jul-24,6 152,5 993, 159,4 198,4 020,1 795,1 973,70.0,67.1,2.6
All Ports-All Ports,All Ports,All Ports,Skytrans Australia,Jul-24,1 106,1 022, 84, 831, 827, 191, 195,81.3,80.9,7.6
Adelaide-Alice Springs,Adelaide,Alice Springs,Virgin Australia,Jul-24, 14, 14, 0, 14, 13, 0, 1,100.0,92.9,0.0
Adelaide-Brisbane,Adelaide,Brisbane,Virgin Australia,Jul-24, 130, 130, 0, 97, 101, 33, 29,74.6,77.7,0.0
Adelaide-Canberra,Adelaide,Canberra,Virgin Australia,Jul-24, 17, 16, 1, 15, 16, 1, 0,93.8,100.0,5.9
Adelaide-Gold Coast,Adelaide,Gold Coast,Virgin Australia,Jul-24, 31, 31, 0, 22, 24, 9, 7,71.0,77.4,0.0
Adelaide-Melbourne,Adelaide,Melbourne,Virgin Australia,Jul-24, 245, 243, 2, 172, 165, 71, 78,70.8,67.9,0.8
Adelaide-Perth,Adelaide,Perth,Virgin Australia,Jul-24, 47, 47, 0, 34, 29, 13, 18,72.3,61.7,0.0
Adelaide-Sydney,Adelaide,Sydney,Virgin Australia,Jul-24, 171, 168, 3, 134, 122, 34, 46,79.8,72.6,1.8
Alice Springs-Adelaide,Alice Springs,Adelaide,Virgin Australia,Jul-24, 14, 14, 0, 8, 10, 6, 4,57.1,71.4,0.0
Ballina-Sydney,Ballina,Sydney,Virgin Australia,Jul-24, 47, 47, 0, 35, 29, 12, 18,74.5,61.7,0.0
Brisbane-Adelaide,Brisbane,Adelaide,Virgin Australia,Jul-24, 130, 130, 0, 102, 110, 28, 20,78.5,84.6,0.0
Brisbane-Cairns,Brisbane,Cairns,Virgin Australia,Jul-24, 161, 161, 0, 126, 112, 35, 49,78.3,69.6,0.0
Brisbane-Canberra,Brisbane,Canberra,Virgin Australia,Jul-24, 115, 115, 0, 78, 82, 37, 33,67.8,71.3,0.0
Brisbane-Darwin,Brisbane,Darwin,Virgin Australia,Jul-24, 52, 52, 0, 30, 28, 22, 24,57.7,53.8,0.0
Brisbane-Emerald,Brisbane,Emerald,Virgin Australia,Jul-24, 27, 27, 0, 18, 17, 9, 10,66.7,63.0,0.0
Brisbane-Gladstone,Brisbane,Gladstone,Virgin Australia,Jul-24, 36, 36, 0, 21, 23, 15, 13,58.3,63.9,0.0
Brisbane-Hamilton Island,Brisbane,Hamilton Island,Virgin Australia,Jul-24, 32, 32, 0, 27, 27, 5, 5,84.4,84.4,0.0
Brisbane-Hobart,Brisbane,Hobart,Virgin Australia,Jul-24, 39, 39, 0, 33, 34, 6, 5,84.6,87.2,0.0
Brisbane-Launceston,Brisbane,Launceston,Virgin Australia,Jul-24, 17, 17, 0, 13, 13, 4, 4,76.5,76.5,0.0
Brisbane-Mackay,Brisbane,Mackay,Virgin Australia,Jul-24, 144, 144, 0, 100, 96, 44, 48,69.4,66.7,0.0
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,Jul-24, 390, 389, 1, 288, 271, 101, 118,74.0,69.7,0.3
Brisbane-Mount Isa,Brisbane,Mount Isa,Virgin Australia,Jul-24, 14, 14, 0, 12, 7, 2, 7,85.7,50.0,0.0
Brisbane-Newcastle,Brisbane,Newcastle,Virgin Australia,Jul-24, 85, 85, 0, 46, 41, 39, 44,54.1,48.2,0.0
Brisbane-Perth,Brisbane,Perth,Virgin Australia,Jul-24, 127, 126, 1, 91, 98, 35, 28,72.2,77.8,0.8
Brisbane-Proserpine,Brisbane,Proserpine,Virgin Australia,Jul-24, 35, 35, 0, 27, 23, 8, 12,77.1,65.7,0.0
Brisbane-Rockhampton,Brisbane,Rockhampton,Virgin Australia,Jul-24, 166, 166, 0, 103, 76, 63, 90,62.0,45.8,0.0
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,Jul-24, 468, 456, 12, 367, 325, 89, 131,80.5,71.3,2.6
Brisbane-Townsville,Brisbane,Townsville,Virgin Australia,Jul-24, 144, 144, 0, 97, 83, 47, 61,67.4,57.6,0.0
Broome-Perth,Broome,Perth,Virgin Australia,Jul-24, 42, 42, 0, 30, 31, 12, 11,71.4,73.8,0.0
Cairns-Brisbane,Cairns,Brisbane,Virgin Australia,Jul-24, 161, 161, 0, 97, 126, 64, 35,60.2,78.3,0.0
Cairns-Melbourne,Cairns,Melbourne,Virgin Australia,Jul-24, 85, 85, 0, 48, 54, 37, 31,56.5,63.5,0.0
Cairns-Sydney,Cairns,Sydney,Virgin Australia,Jul-24, 94, 94, 0, 76, 73, 18, 21,80.9,77.7,0.0
Canberra-Adelaide,Canberra,Adelaide,Virgin Australia,Jul-24, 17, 16, 1, 15, 15, 1, 1,93.8,93.8,5.9
Canberra-Brisbane,Canberra,Brisbane,Virgin Australia,Jul-24, 115, 115, 0, 81, 79, 34, 36,70.4,68.7,0.0
Canberra-Gold Coast,Canberra,Gold Coast,Virgin Australia,Jul-24, 31, 31, 0, 19, 18, 12, 13,61.3,58.1,0.0
Canberra-Melbourne,Canberra,Melbourne,Virgin Australia,Jul-24, 120, 120, 0, 76, 74, 44, 46,63.3,61.7,0.0
Canberra-Sydney,Canberra,Sydney,Virgin Australia,Jul-24, 262, 246, 16, 207, 195, 39, 51,84.1,79.3,6.1
Darwin-Brisbane,Darwin,Brisbane,Virgin Australia,Jul-24, 52, 52, 0, 26, 30, 26, 22,50.0,57.7,0.0
Darwin-Melbourne,Darwin,Melbourne,Virgin Australia,Jul-24, 32, 31, 1, 13, 11, 18, 20,41.9,35.5,3.1
Emerald-Brisbane,Emerald,Brisbane,Virgin Australia,Jul-24, 27, 27, 0, 19, 20, 8, 7,70.4,74.1,0.0
Gladstone-Brisbane,Gladstone,Brisbane,Virgin Australia,Jul-24, 36, 36, 0, 25, 24, 11, 12,69.4,66.7,0.0
Gold Coast-Adelaide,Gold Coast,Adelaide,Virgin Australia,Jul-24, 31, 31, 0, 18, 22, 13, 9,58.1,71.0,0.0
Gold Coast-Canberra,Gold Coast,Canberra,Virgin Australia,Jul-24, 31, 31, 0, 16, 17, 15, 14,51.6,54.8,0.0
Gold Coast-Melbourne,Gold Coast,Melbourne,Virgin Australia,Jul-24, 236, 236, 0, 121, 140, 115, 96,51.3,59.3,0.0
Gold Coast-Sydney,Gold Coast,Sydney,Virgin Australia,Jul-24, 322, 318, 4, 215, 212, 103, 106,67.6,66.7,1.2
Hamilton Island-Brisbane,Hamilton Island,Brisbane,Virgin Australia,Jul-24, 32, 32, 0, 26, 26, 6, 6,81.3,81.3,0.0
Hamilton Island-Sydney,Hamilton Island,Sydney,Virgin Australia,Jul-24, 31, 31, 0, 19, 18, 12, 13,61.3,58.1,0.0
Hobart-Brisbane,Hobart,Brisbane,Virgin Australia,Jul-24, 39, 39, 0, 31, 27, 8, 12,79.5,69.2,0.0
Hobart-Melbourne,Hobart,Melbourne,Virgin Australia,Jul-24, 122, 122, 0, 90, 95, 32, 27,73.8,77.9,0.0
Hobart-Sydney,Hobart,Sydney,Virgin Australia,Jul-24, 78, 78, 0, 65, 59, 13, 19,83.3,75.6,0.0
Kalgoorlie-Perth,Kalgoorlie,Perth,Virgin Australia,Jul-24, 86, 79, 7, 46, 46, 33, 33,58.2,58.2,8.1
Karratha-Perth,Karratha,Perth,Virgin Australia,Jul-24, 74, 72, 2, 60, 49, 12, 23,83.3,68.1,2.7
Launceston-Brisbane,Launceston,Brisbane,Virgin Australia,Jul-24, 17, 17, 0, 12, 13, 5, 4,70.6,76.5,0.0
Launceston-Melbourne,Launceston,Melbourne,Virgin Australia,Jul-24, 92, 92, 0, 73, 70, 19, 22,79.3,76.1,0.0
Launceston-Sydney,Launceston,Sydney,Virgin Australia,Jul-24, 31, 31, 0, 24, 17, 7, 14,77.4,54.8,0.0
Mackay-Brisbane,Mackay,Brisbane,Virgin Australia,Jul-24, 144, 144, 0, 101, 110, 43, 34,70.1,76.4,0.0
Melbourne-Adelaide,Melbourne,Adelaide,Virgin Australia,Jul-24, 246, 244, 2, 186, 171, 58, 73,76.2,70.1,0.8
Melbourne-Brisbane,Melbourne,Brisbane,Virgin Australia,Jul-24, 394, 393, 1, 297, 262, 96, 131,75.6,66.7,0.3
Melbourne-Cairns,Melbourne,Cairns,Virgin Australia,Jul-24, 85, 85, 0, 70, 66, 15, 19,82.4,77.6,0.0
Melbourne-Canberra,Melbourne,Canberra,Virgin Australia,Jul-24, 120, 120, 0, 84, 75, 36, 45,70.0,62.5,0.0
Melbourne-Darwin,Melbourne,Darwin,Virgin Australia,Jul-24, 31, 31, 0, 21, 20, 10, 11,67.7,64.5,0.0
Melbourne-Gold Coast,Melbourne,Gold Coast,Virgin Australia,Jul-24, 237, 237, 0, 169, 159, 68, 78,71.3,67.1,0.0
Melbourne-Hobart,Melbourne,Hobart,Virgin Australia,Jul-24, 122, 122, 0, 95, 86, 27, 36,77.9,70.5,0.0
Melbourne-Launceston,Melbourne,Launceston,Virgin Australia,Jul-24, 92, 92, 0, 71, 66, 21, 26,77.2,71.7,0.0
Melbourne-Newcastle,Melbourne,Newcastle,Virgin Australia,Jul-24, 43, 43, 0, 35, 28, 8, 15,81.4,65.1,0.0
Melbourne-Perth,Melbourne,Perth,Virgin Australia,Jul-24, 214, 211, 3, 148, 153, 63, 58,70.1,72.5,1.4
Melbourne-Sunshine Coast,Melbourne,Sunshine Coast,Virgin Australia,Jul-24, 66, 66, 0, 49, 52, 17, 14,74.2,78.8,0.0
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,Jul-24, 749, 688, 61, 560, 472, 128, 216,81.4,68.6,8.1
Mount Isa-Brisbane,Mount Isa,Brisbane,Virgin Australia,Jul-24, 14, 14, 0, 8, 9, 6, 5,57.1,64.3,0.0
Newcastle-Brisbane,Newcastle,Brisbane,Virgin Australia,Jul-24, 85, 85, 0, 53, 48, 32, 37,62.4,56.5,0.0
Newcastle-Melbourne,Newcastle,Melbourne,Virgin Australia,Jul-24, 44, 43, 1, 30, 31, 13, 12,69.8,72.1,2.3
Newman-Perth,Newman,Perth,Virgin Australia,Jul-24, 46, 46, 0, 36, 31, 10, 15,78.3,67.4,0.0
Perth-Adelaide,Perth,Adelaide,Virgin Australia,Jul-24, 46, 46, 0, 39, 38, 7, 8,84.8,82.6,0.0
Perth-Brisbane,Perth,Brisbane,Virgin Australia,Jul-24, 126, 126, 0, 88, 117, 38, 9,69.8,92.9,0.0
Perth-Broome,Perth,Broome,Virgin Australia,Jul-24, 42, 42, 0, 32, 35, 10, 7,76.2,83.3,0.0
Perth-Kalgoorlie,Perth,Kalgoorlie,Virgin Australia,Jul-24, 86, 79, 7, 66, 59, 13, 20,83.5,74.7,8.1
Perth-Karratha,Perth,Karratha,Virgin Australia,Jul-24, 75, 73, 2, 62, 58, 11, 15,84.9,79.5,2.7
Perth-Melbourne,Perth,Melbourne,Virgin Australia,Jul-24, 224, 221, 3, 170, 182, 51, 39,76.9,82.4,1.3
Perth-Newman,Perth,Newman,Virgin Australia,Jul-24, 46, 46, 0, 42, 40, 4, 6,91.3,87.0,0.0
Perth-Port Hedland,Perth,Port Hedland,Virgin Australia,Jul-24, 32, 28, 4, 24, 23, 4, 5,85.7,82.1,12.5
Perth-Sydney,Perth,Sydney,Virgin Australia,Jul-24, 158, 154, 4, 110, 131, 44, 23,71.4,85.1,2.5
Port Hedland-Perth,Port Hedland,Perth,Virgin Australia,Jul-24, 32, 28, 4, 19, 14, 9, 14,67.9,50.0,12.5
Proserpine-Brisbane,Proserpine,Brisbane,Virgin Australia,Jul-24, 35, 35, 0, 16, 21, 19, 14,45.7,60.0,0.0
Rockhampton-Brisbane,Rockhampton,Brisbane,Virgin Australia,Jul-24, 166, 165, 1, 88, 81, 77, 84,53.3,49.1,0.6
Sunshine Coast-Melbourne,Sunshine Coast,Melbourne,Virgin Australia,Jul-24, 66, 66, 0, 41, 49, 25, 17,62.1,74.2,0.0
Sunshine Coast-Sydney,Sunshine Coast,Sydney,Virgin Australia,Jul-24, 69, 69, 0, 51, 33, 18, 36,73.9,47.8,0.0
Sydney-Adelaide,Sydney,Adelaide,Virgin Australia,Jul-24, 171, 168, 3, 119, 119, 49, 49,70.8,70.8,1.8
Sydney-Ballina,Sydney,Ballina,Virgin Australia,Jul-24, 47, 47, 0, 38, 33, 9, 14,80.9,70.2,0.0
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,Jul-24, 464, 453, 11, 371, 350, 82, 103,81.9,77.3,2.4
Sydney-Cairns,Sydney,Cairns,Virgin Australia,Jul-24, 94, 94, 0, 80, 80, 14, 14,85.1,85.1,0.0
Sydney-Canberra,Sydney,Canberra,Virgin Australia,Jul-24, 262, 245, 17, 182, 195, 63, 50,74.3,79.6,6.5
Sydney-Gold Coast,Sydney,Gold Coast,Virgin Australia,Jul-24, 322, 320, 2, 242, 227, 78, 93,75.6,70.9,0.6
Sydney-Hamilton Island,Sydney,Hamilton Island,Virgin Australia,Jul-24, 31, 31, 0, 23, 23, 8, 8,74.2,74.2,0.0
Sydney-Hobart,Sydney,Hobart,Virgin Australia,Jul-24, 78, 78, 0, 68, 69, 10, 9,87.2,88.5,0.0
Sydney-Launceston,Sydney,Launceston,Virgin Australia,Jul-24, 31, 31, 0, 20, 27, 11, 4,64.5,87.1,0.0
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,Jul-24, 741, 678, 63, 507, 473, 171, 205,74.8,69.8,8.5
Sydney-Perth,Sydney,Perth,Virgin Australia,Jul-24, 172, 171, 1, 135, 119, 36, 52,78.9,69.6,0.6
Sydney-Sunshine Coast,Sydney,Sunshine Coast,Virgin Australia,Jul-24, 69, 69, 0, 56, 52, 13, 17,81.2,75.4,0.0
Townsville-Brisbane,Townsville,Brisbane,Virgin Australia,Jul-24, 143, 143, 0, 79, 90, 64, 53,55.2,62.9,0.0
All Ports-All Ports,All Ports,All Ports,Virgin Australia,Jul-24,11 977,11 736, 241,8 601,8 275,3 135,3 461,73.3,70.5,2.0
Adelaide-Perth,Adelaide,Perth,Virgin Australia Regional Airlines,Jul-24, 28, 26, 2, 11, 9, 15, 17,42.3,34.6,7.1
Broome-Perth,Broome,Perth,Virgin Australia Regional Airlines,Jul-24, 12, 12, 0, 1, 2, 11, 10,8.3,16.7,0.0
Darwin-Perth,Darwin,Perth,Virgin Australia Regional Airlines,Jul-24, 23, 23, 0, 14, 8, 9, 15,60.9,34.8,0.0
Kalgoorlie-Perth,Kalgoorlie,Perth,Virgin Australia Regional Airlines,Jul-24, 24, 23, 1, 11, 13, 12, 10,47.8,56.5,4.2
Karratha-Perth,Karratha,Perth,Virgin Australia Regional Airlines,Jul-24, 13, 12, 1, 7, 8, 5, 4,58.3,66.7,7.7
Newman-Perth,Newman,Perth,Virgin Australia Regional Airlines,Jul-24, 14, 13, 1, 13, 12, 0, 1,100.0,92.3,7.1
Perth-Adelaide,Perth,Adelaide,Virgin Australia Regional Airlines,Jul-24, 28, 26, 2, 12, 16, 14, 10,46.2,61.5,7.1
Perth-Broome,Perth,Broome,Virgin Australia Regional Airlines,Jul-24, 12, 12, 0, 8, 11, 4, 1,66.7,91.7,0.0
Perth-Darwin,Perth,Darwin,Virgin Australia Regional Airlines,Jul-24, 23, 23, 0, 12, 13, 11, 10,52.2,56.5,0.0
Perth-Kalgoorlie,Perth,Kalgoorlie,Virgin Australia Regional Airlines,Jul-24, 24, 23, 1, 16, 15, 7, 8,69.6,65.2,4.2
Perth-Karratha,Perth,Karratha,Virgin Australia Regional Airlines,Jul-24, 13, 12, 1, 9, 9, 3, 3,75.0,75.0,7.7
Perth-Newman,Perth,Newman,Virgin Australia Regional Airlines,Jul-24, 14, 13, 1, 12, 13, 1, 0,92.3,100.0,7.1
Perth-Port Hedland,Perth,Port Hedland,Virgin Australia Regional Airlines,Jul-24, 27, 27, 0, 22, 23, 5, 4,81.5,85.2,0.0
Port Hedland-Perth,Port Hedland,Perth,Virgin Australia Regional Airlines,Jul-24, 27, 27, 0, 17, 14, 10, 13,63.0,51.9,0.0
All Ports-All Ports,All Ports,All Ports,Virgin Australia Regional Airlines,Jul-24, 336, 321, 15, 201, 203, 120, 118,62.6,63.2,4.5
Adelaide-Alice Springs,Adelaide,Alice Springs,All Airlines,Jul-24, 68, 68, 0, 58, 59, 10, 9,85.3,86.8,0.0
Adelaide-Brisbane,Adelaide,Brisbane,All Airlines,Jul-24, 347, 344, 3, 276, 282, 68, 62,80.2,82.0,0.9
Adelaide-Canberra,Adelaide,Canberra,All Airlines,Jul-24, 102, 100, 2, 81, 79, 19, 21,81.0,79.0,2.0
Adelaide-Gold Coast,Adelaide,Gold Coast,All Airlines,Jul-24, 71, 70, 1, 55, 55, 15, 15,78.6,78.6,1.4
Adelaide-Melbourne,Adelaide,Melbourne,All Airlines,Jul-24, 683, 674, 9, 457, 442, 217, 232,67.8,65.6,1.3
Adelaide-Perth,Adelaide,Perth,All Airlines,Jul-24, 213, 209, 4, 155, 144, 54, 65,74.2,68.9,1.9
Adelaide-Port Lincoln,Adelaide,Port Lincoln,All Airlines,Jul-24, 301, 290, 11, 239, 232, 51, 58,82.4,80.0,3.7
Adelaide-Sydney,Adelaide,Sydney,All Airlines,Jul-24, 590, 561, 29, 420, 400, 141, 161,74.9,71.3,4.9
Albury-Sydney,Albury,Sydney,All Airlines,Jul-24, 196, 195, 1, 144, 126, 51, 69,73.8,64.6,0.5
Alice Springs-Adelaide,Alice Springs,Adelaide,All Airlines,Jul-24, 68, 68, 0, 54, 55, 14, 13,79.4,80.9,0.0
Ballina-Sydney,Ballina,Sydney,All Airlines,Jul-24, 188, 184, 4, 142, 137, 42, 47,77.2,74.5,2.1
Brisbane-Adelaide,Brisbane,Adelaide,All Airlines,Jul-24, 347, 344, 3, 269, 287, 75, 57,78.2,83.4,0.9
Brisbane-Cairns,Brisbane,Cairns,All Airlines,Jul-24, 448, 446, 2, 314, 277, 132, 169,70.4,62.1,0.4
Brisbane-Canberra,Brisbane,Canberra,All Airlines,Jul-24, 295, 294, 1, 209, 220, 85, 74,71.1,74.8,0.3
Brisbane-Darwin,Brisbane,Darwin,All Airlines,Jul-24, 133, 132, 1, 91, 70, 41, 62,68.9,53.0,0.8
Brisbane-Emerald,Brisbane,Emerald,All Airlines,Jul-24, 167, 161, 6, 136, 129, 25, 32,84.5,80.1,3.6
Brisbane-Gladstone,Brisbane,Gladstone,All Airlines,Jul-24, 176, 173, 3, 129, 121, 44, 52,74.6,69.9,1.7
Brisbane-Hamilton Island,Brisbane,Hamilton Island,All Airlines,Jul-24, 58, 58, 0, 45, 41, 13, 17,77.6,70.7,0.0
Brisbane-Hobart,Brisbane,Hobart,All Airlines,Jul-24, 81, 81, 0, 63, 66, 18, 15,77.8,81.5,0.0
Brisbane-Launceston,Brisbane,Launceston,All Airlines,Jul-24, 41, 41, 0, 28, 32, 13, 9,68.3,78.0,0.0
Brisbane-Mackay,Brisbane,Mackay,All Airlines,Jul-24, 295, 293, 2, 205, 197, 88, 96,70.0,67.2,0.7
Brisbane-Melbourne,Brisbane,Melbourne,All Airlines,Jul-24,1 024, 995, 29, 670, 664, 325, 331,67.3,66.7,2.8
Brisbane-Mount Isa,Brisbane,Mount Isa,All Airlines,Jul-24, 68, 68, 0, 59, 55, 9, 13,86.8,80.9,0.0
Brisbane-Newcastle,Brisbane,Newcastle,All Airlines,Jul-24, 229, 228, 1, 148, 137, 80, 91,64.9,60.1,0.4
Brisbane-Perth,Brisbane,Perth,All Airlines,Jul-24, 310, 307, 3, 218, 230, 89, 77,71.0,74.9,1.0
Brisbane-Proserpine,Brisbane,Proserpine,All Airlines,Jul-24, 83, 83, 0, 56, 54, 27, 29,67.5,65.1,0.0
Brisbane-Rockhampton,Brisbane,Rockhampton,All Airlines,Jul-24, 363, 361, 2, 257, 231, 104, 130,71.2,64.0,0.6
Brisbane-Sydney,Brisbane,Sydney,All Airlines,Jul-24,1 386,1 345, 41,1 035, 977, 310, 368,77.0,72.6,3.0
Brisbane-Townsville,Brisbane,Townsville,All Airlines,Jul-24, 389, 387, 2, 275, 232, 112, 155,71.1,59.9,0.5
Broome-Perth,Broome,Perth,All Airlines,Jul-24, 138, 137, 1, 86, 80, 51, 57,62.8,58.4,0.7
Cairns-Brisbane,Cairns,Brisbane,All Airlines,Jul-24, 447, 445, 2, 269, 321, 176, 124,60.4,72.1,0.4
Cairns-Melbourne,Cairns,Melbourne,All Airlines,Jul-24, 236, 234, 2, 123, 140, 111, 94,52.6,59.8,0.8
Cairns-Sydney,Cairns,Sydney,All Airlines,Jul-24, 282, 280, 2, 208, 214, 72, 66,74.3,76.4,0.7
Cairns-Townsville,Cairns,Townsville,All Airlines,Jul-24, 159, 158, 1, 131, 140, 27, 18,82.9,88.6,0.6
Canberra-Adelaide,Canberra,Adelaide,All Airlines,Jul-24, 102, 99, 3, 75, 79, 24, 20,75.8,79.8,2.9
Canberra-Brisbane,Canberra,Brisbane,All Airlines,Jul-24, 296, 292, 4, 201, 194, 91, 98,68.8,66.4,1.4
Canberra-Gold Coast,Canberra,Gold Coast,All Airlines,Jul-24, 49, 48, 1, 29, 28, 19, 20,60.4,58.3,2.0
Canberra-Melbourne,Canberra,Melbourne,All Airlines,Jul-24, 382, 369, 13, 236, 229, 133, 140,64.0,62.1,3.4
Canberra-Sydney,Canberra,Sydney,All Airlines,Jul-24, 690, 641, 49, 522, 498, 119, 143,81.4,77.7,7.1
Coffs Harbour-Sydney,Coffs Harbour,Sydney,All Airlines,Jul-24, 208, 206, 2, 150, 145, 56, 61,72.8,70.4,1.0
Darwin-Brisbane,Darwin,Brisbane,All Airlines,Jul-24, 134, 133, 1, 54, 70, 79, 63,40.6,52.6,0.7
Darwin-Melbourne,Darwin,Melbourne,All Airlines,Jul-24, 94, 91, 3, 45, 51, 46, 40,49.5,56.0,3.2
Darwin-Perth,Darwin,Perth,All Airlines,Jul-24, 69, 66, 3, 33, 24, 33, 42,50.0,36.4,4.3
Devonport-Melbourne,Devonport,Melbourne,All Airlines,Jul-24, 170, 166, 4, 114, 109, 52, 57,68.7,65.7,2.4
Dubbo-Sydney,Dubbo,Sydney,All Airlines,Jul-24, 244, 233, 11, 162, 142, 71, 91,69.5,60.9,4.5
Emerald-Brisbane,Emerald,Brisbane,All Airlines,Jul-24, 167, 161, 6, 131, 140, 30, 21,81.4,87.0,3.6
Gladstone-Brisbane,Gladstone,Brisbane,All Airlines,Jul-24, 176, 173, 3, 131, 129, 42, 44,75.7,74.6,1.7
Gold Coast-Adelaide,Gold Coast,Adelaide,All Airlines,Jul-24, 71, 70, 1, 51, 55, 19, 15,72.9,78.6,1.4
Gold Coast-Canberra,Gold Coast,Canberra,All Airlines,Jul-24, 47, 47, 0, 27, 30, 20, 17,57.4,63.8,0.0
Gold Coast-Melbourne,Gold Coast,Melbourne,All Airlines,Jul-24, 549, 534, 15, 315, 335, 219, 199,59.0,62.7,2.7
Gold Coast-Sydney,Gold Coast,Sydney,All Airlines,Jul-24, 742, 724, 18, 531, 535, 193, 189,73.3,73.9,2.4
Hamilton Island-Brisbane,Hamilton Island,Brisbane,All Airlines,Jul-24, 58, 58, 0, 37, 38, 21, 20,63.8,65.5,0.0
